paper,year,method,method_tier,role,source_raw,source_norm,source_region,sample_id,units,notes,Rb,Sr,Y,Zr,Nb,Ti,Mn,Fe,Zn,Ga,Ba,Pb,Th
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Hasan Daǧ,Hasan Dağ,Central Anatolia (Cappadocia),ca29r1,ppm,MAIN sheet; per-specimen source data,127.11883799999998,74.53556300000001,,36.381375,11.142408000000001,,,5076.751193,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Hasan Daǧ,Hasan Dağ,Central Anatolia (Cappadocia),ca29r2,ppm,MAIN sheet; per-specimen source data,135.889759,75.490943,,42.16275,13.169046000000002,,,5129.771263,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Hasan Daǧ,Hasan Dağ,Central Anatolia (Cappadocia),ca30p1,ppm,MAIN sheet; per-specimen source data,127.27348899999998,73.56426,,43.934625000000004,13.123401000000001,,,5172.207896,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Hasan Daǧ,Hasan Dağ,Central Anatolia (Cappadocia),ca30p2,ppm,MAIN sheet; per-specimen source data,130.87464799999998,74.8381,,43.803,13.205562,,,5143.941956999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Hasan Daǧ,Hasan Dağ,Central Anatolia (Cappadocia),ca30p4,ppm,MAIN sheet; per-specimen source data,134.453714,73.64387500000001,,42.60825,13.169046000000002,,,5016.055902,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Hasan Daǧ,Hasan Dağ,Central Anatolia (Cappadocia),ca30p5,ppm,MAIN sheet; per-specimen source data,133.481622,77.736086,,49.037625,12.67608,,,5343.737768,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Hasan Daǧ,Hasan Dağ,Central Anatolia (Cappadocia),ca30r1b,ppm,MAIN sheet; per-specimen source data,134.343249,74.901792,,43.225874999999995,14.520138000000001,,,5073.801823,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Hasan Daǧ,Hasan Dağ,Central Anatolia (Cappadocia),ca31p1,ppm,MAIN sheet; per-specimen source data,134.69673699999998,75.15656000000001,,46.425375,12.721725000000001,,,5144.476959,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Hasan Daǧ,Hasan Dağ,Central Anatolia (Cappadocia),ca31p2,ppm,MAIN sheet; per-specimen source data,124.07000399999998,73.89864299999999,,42.314625,12.201372000000001,,,4890.1452389999995,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Hasan Daǧ,Hasan Dağ,Central Anatolia (Cappadocia),ca31r1,ppm,MAIN sheet; per-specimen source data,134.82929499999997,74.631101,,42.9525,14.273655000000002,,,5001.768604999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Arpaçay,Kars-Arpaçay,Eastern Anatolia,ea39r3a,ppm,MAIN sheet; per-specimen source data,143.02579799999998,8.232191,,203.828625,27.419415000000004,,,6893.803178,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Arpaçay,Kars-Arpaçay,Eastern Anatolia,ea40r1,ppm,MAIN sheet; per-specimen source data,138.054873,9.71303,,195.708375,26.990352,,,7136.001327,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Arpaçay,Kars-Arpaçay,Eastern Anatolia,ea40r2b,ppm,MAIN sheet; per-specimen source data,141.34672999999998,12.388094,,195.607125,25.109778000000002,,,6874.213874,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Arpaçay,Kars-Arpaçay,Eastern Anatolia,ea40r3b,ppm,MAIN sheet; per-specimen source data,135.978131,10.970947,,195.55649999999997,25.319745,,,6991.125528999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Arpaçay,Kars-Arpaçay,Eastern Anatolia,ea40r3c,ppm,MAIN sheet; per-specimen source data,135.116504,8.582497,,198.766125,26.880804000000005,,,6943.530927999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Arpaçay,Kars-Arpaçay,Eastern Anatolia,ea40r3e,ppm,MAIN sheet; per-specimen source data,140.48510299999998,11.162023,,205.549875,29.948148,,,7188.033700999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Arpaçay,Kars-Arpaçay,Eastern Anatolia,ea40r4a,ppm,MAIN sheet; per-specimen source data,136.04441,9.824491,,196.34624999999997,26.862546000000002,,,7052.726208,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Arpaçay,Kars-Arpaçay,Eastern Anatolia,ea40r4b,ppm,MAIN sheet; per-specimen source data,139.42463899999998,9.219417,,198.60412499999998,27.090771,,,7207.890506,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Arpaçay,Kars-Arpaçay,Eastern Anatolia,ea40r4c,ppm,MAIN sheet; per-specimen source data,138.45254699999998,11.607867,,202.725,30.696726,,,7317.346428,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Arpaçay,Kars-Arpaçay,Eastern Anatolia,ea40r4d,ppm,MAIN sheet; per-specimen source data,139.62347599999998,11.607867,,206.420625,29.354763000000002,,,7118.524594999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Arpaçay,Kars-Arpaçay,Eastern Anatolia,ea40r4e,ppm,MAIN sheet; per-specimen source data,138.18743099999998,9.585645999999999,,201.12524999999997,28.597056000000002,,,6993.347844999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor,Kars-Digor,Eastern Anatolia,ea36p2,ppm,MAIN sheet; per-specimen source data,109.86420499999998,137.97279500000002,,176.30887499999997,17.094516000000002,,,7924.964661,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor,Kars-Digor,Eastern Anatolia,ea36p3,ppm,MAIN sheet; per-specimen source data,108.80374099999997,137.60656600000002,,166.50787499999998,15.980778,,,7898.612383,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor,Kars-Digor,Eastern Anatolia,ea36p4a,ppm,MAIN sheet; per-specimen source data,109.35606599999998,139.071482,,164.543625,17.112774,,,7949.890266999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor,Kars-Digor,Eastern Anatolia,ea36r1,ppm,MAIN sheet; per-specimen source data,107.56653299999999,137.43141300000002,,163.571625,17.112774,,,7899.997900999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor,Kars-Digor,Eastern Anatolia,ea36r2,ppm,MAIN sheet; per-specimen source data,110.52699499999999,135.393269,,174.07124999999996,16.081197000000003,,,8057.521694999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor,Kars-Digor,Eastern Anatolia,ea36r3a,ppm,MAIN sheet; per-specimen source data,113.13396899999998,138.768945,,178.7895,13.570722000000002,,,7974.520936,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor,Kars-Digor,Eastern Anatolia,ea36r3b,ppm,MAIN sheet; per-specimen source data,113.95141,138.418639,,164.62462499999998,14.967459000000002,,,7867.342202,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor,Kars-Digor,Eastern Anatolia,ea36r3c,ppm,MAIN sheet; per-specimen source data,112.84675999999999,133.307356,,170.79075,16.428099,,,8069.915908,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor,Kars-Digor,Eastern Anatolia,ea36r3d,ppm,MAIN sheet; per-specimen source data,106.66071999999998,132.925204,,180.08549999999997,16.41897,,,7987.024893,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor,Kars-Digor,Eastern Anatolia,ea36r3e,ppm,MAIN sheet; per-specimen source data,108.78164799999999,142.35162000000003,,162.77174999999997,17.560095000000004,,,7898.269433,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor,Kars-Digor,Eastern Anatolia,ea36r4a,ppm,MAIN sheet; per-specimen source data,109.70955399999998,144.42161000000002,,186.778125,17.888739,,,8088.737004,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor,Kars-Digor,Eastern Anatolia,ea36r4b,ppm,MAIN sheet; per-specimen source data,110.94676199999999,129.390298,,172.45125,15.633876000000004,,,7913.942247999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor,Kars-Digor,Eastern Anatolia,ea36r4d,ppm,MAIN sheet; per-specimen source data,109.068857,135.04296300000001,,165.27262499999998,16.437228,,,7854.0700369999995,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor,Kars-Digor,Eastern Anatolia,ea36r4e,ppm,MAIN sheet; per-specimen source data,115.144432,140.854858,,184.145625,18.016545,,,8023.7342610000005,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor2,Kars-Digor2,Eastern Anatolia,ea37p2,ppm,MAIN sheet; per-specimen source data,120.888612,62.434083,,113.97937499999998,14.538396,,,6901.156026,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor2,Kars-Digor2,Eastern Anatolia,ea37p3,ppm,MAIN sheet; per-specimen source data,124.15837599999999,58.32594900000001,,113.53387499999998,15.916875000000001,,,6843.691324,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor2,Kars-Digor2,Eastern Anatolia,ea37p4,ppm,MAIN sheet; per-specimen source data,125.59442099999998,57.00434,,115.62974999999999,11.936631000000002,,,6945.307409,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor2,Kars-Digor2,Eastern Anatolia,ea37p5b,ppm,MAIN sheet; per-specimen source data,120.910705,55.491655,,106.84124999999999,12.803886000000002,,,6687.6902279999995,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor2,Kars-Digor2,Eastern Anatolia,ea37p7a,ppm,MAIN sheet; per-specimen source data,122.56767999999998,55.31650200000001,,102.23437499999999,13.315110000000002,,,6890.442268,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor2,Kars-Digor2,Eastern Anatolia,ea37p7b,ppm,MAIN sheet; per-specimen source data,118.94442799999999,57.927874,,106.41599999999998,15.040491,,,6857.704261,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor2,Kars-Digor2,Eastern Anatolia,ea37p8,ppm,MAIN sheet; per-specimen source data,123.80488799999998,55.810114999999996,,117.65474999999999,14.529267000000003,,,6842.120612999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kars-Digor2,Kars-Digor2,Eastern Anatolia,ea37r1,ppm,MAIN sheet; per-specimen source data,119.91651999999998,60.84178300000001,,112.197375,15.515198999999999,,,6854.459953999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kömürcü,Kömürcü,other/verify,ca19p1,ppm,MAIN sheet; per-specimen source data,189.46528399999997,17.340147,,64.69087499999999,21.53121,,,5687.552001999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kömürcü,Kömürcü,other/verify,ca19r1,ppm,MAIN sheet; per-specimen source data,187.27807699999997,17.563069,,63.4455,21.549468000000005,,,5685.082762,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kömürcü,Kömürcü,other/verify,ca19r2a,ppm,MAIN sheet; per-specimen source data,188.97923799999998,13.232013000000002,,65.48062499999999,21.038244000000002,,,5721.325718,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kömürcü,Kömürcü,other/verify,ca19r2b,ppm,MAIN sheet; per-specimen source data,193.35365199999998,15.206465000000001,,64.88324999999999,20.189247,,,5457.727489,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kömürcü,Kömürcü,other/verify,ca20p2,ppm,MAIN sheet; per-specimen source data,188.62574999999998,13.821164,,63.374625,21.156921,,,5730.647099,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kömürcü,Kömürcü,other/verify,ca20p3,ppm,MAIN sheet; per-specimen source data,192.447839,13.980393999999999,,62.250750000000004,18.947703,,,5776.965926,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kömürcü,Kömürcü,other/verify,ca20p4,ppm,MAIN sheet; per-specimen source data,192.33737399999998,13.964471,,65.45025,20.837406,,,5606.478622,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kömürcü,Kömürcü,other/verify,ca20r1a,ppm,MAIN sheet; per-specimen source data,193.77341899999996,12.085557,,71.73787499999999,21.321243000000003,,,5730.2149819999995,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kömürcü,Kömürcü,other/verify,ca32w1,ppm,MAIN sheet; per-specimen source data,187.12342599999997,13.200166999999999,,58.990500000000004,16.957581,,,5756.896492,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kömürcü,Kömürcü,other/verify,ca32w2,ppm,MAIN sheet; per-specimen source data,194.17109299999998,15.095004000000001,,59.385375,19.595862000000004,,,5777.62439,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kömürcü,Kömürcü,other/verify,ca32w4,ppm,MAIN sheet; per-specimen source data,189.37691199999998,13.582319,,62.240625,20.116215000000004,,,5738.0136649999995,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Kömürcü,Kömürcü,other/verify,ca32w6,ppm,MAIN sheet; per-specimen source data,188.22807599999996,13.232013000000002,,68.28524999999999,20.61831,,,5718.897631999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea07p2,ppm,MAIN sheet; per-specimen source data,199.65015699999998,20.556593,,255.21299999999994,31.600497,,,8869.956527,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea07p3,ppm,MAIN sheet; per-specimen source data,201.99201499999998,20.938745,,261.93600000000004,30.623694,,,8852.054537,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea07p4,ppm,MAIN sheet; per-specimen source data,201.52806199999998,19.043908000000002,,267.09975,30.002922,,,8742.166497999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea07r1,ppm,MAIN sheet; per-specimen source data,201.63852699999998,18.47068,,271.524375,31.408788000000005,,,8920.870884,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea07r2,ppm,MAIN sheet; per-specimen source data,199.00946,18.343296,,264.64950000000005,32.458622999999996,,,8916.378238999998,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea07r3,ppm,MAIN sheet; per-specimen source data,202.41178199999996,19.314599,,268.416,31.810464,,,8811.449257,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea08p1,ppm,MAIN sheet; per-specimen source data,195.143185,18.136297000000003,,263.07000000000005,31.865238,,,8788.732249,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea08p2,ppm,MAIN sheet; per-specimen source data,197.175741,20.349594,,264.00149999999996,30.194631,,,8682.013068,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea08r1,ppm,MAIN sheet; per-specimen source data,201.99201499999998,19.537521,,265.87462500000004,32.129979,,,8937.661715999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea09p2,ppm,MAIN sheet; per-specimen source data,196.82225299999996,21.973740000000003,,266.31,30.696726,,,8770.466731999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea09r1,ppm,MAIN sheet; per-specimen source data,212.24316699999997,21.304974,,275.108625,34.284423,,,9360.224128999998,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea09r2a,ppm,MAIN sheet; per-specimen source data,203.56061799999998,19.171291999999998,,268.122375,29.856858000000006,,,8942.675645,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea09r2b,ppm,MAIN sheet; per-specimen source data,208.59782199999998,25.651953,,269.053875,31.280981999999998,,,8778.718109,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea09r2c,ppm,MAIN sheet; per-specimen source data,207.27224199999998,21.989663,,274.258125,33.271103999999994,,,9100.432644999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea09r2d,ppm,MAIN sheet; per-specimen source data,202.50015399999998,20.349594,,259.71862500000003,31.20795,,,8781.118759,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea09r2e,ppm,MAIN sheet; per-specimen source data,207.957125,22.117047000000003,,268.67925,30.404598,,,9287.44328,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea09r3a,ppm,MAIN sheet; per-specimen source data,196.71178799999998,19.808212,,266.57325000000003,30.915822000000002,,,8986.737861000001,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea09r3c,ppm,MAIN sheet; per-specimen source data,195.651324,20.142595,,262.128375,31.107531000000005,,,8899.038687,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea09r3d,ppm,MAIN sheet; per-specimen source data,195.43039399999998,18.693602000000002,,257.835375,28.615313999999998,,,9064.806999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea09r3e,ppm,MAIN sheet; per-specimen source data,201.37341099999998,23.948192,,259.495875,31.244466,,,8857.438852,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea10p3,ppm,MAIN sheet; per-specimen source data,200.09201699999997,22.562891,,255.52687499999993,30.788016000000002,,,9007.808709,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea10p4,ppm,MAIN sheet; per-specimen source data,201.43968999999998,20.763592,,260.528625,29.263473,,,8926.797059999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea10r1a,ppm,MAIN sheet; per-specimen source data,203.09666499999997,21.352743,,260.559,31.764819,,,8693.803688999998,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea10r2,ppm,MAIN sheet; per-specimen source data,201.24085299999996,20.604362,,259.89074999999997,28.085832,,,8788.252119,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea11p1,ppm,MAIN sheet; per-specimen source data,208.90712399999998,22.212585,,271.25100000000003,30.240276,,,8994.125004,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea11r1,ppm,MAIN sheet; per-specimen source data,204.20131499999997,20.365517,,258.59475000000003,33.910134,,,8820.654035,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea11r2,ppm,MAIN sheet; per-specimen source data,199.58387799999997,21.01836,,270.896625,30.413727000000005,,,8903.154086999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea68sx1,ppm,MAIN sheet; per-specimen source data,210.188518,26.575487000000003,,266.947875,30.11247,,,9024.784734,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea68sx2,ppm,MAIN sheet; per-specimen source data,200.224575,22.053355,,264.99375000000003,29.747310000000002,,,9039.949983,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea69sx1,ppm,MAIN sheet; per-specimen source data,197.308299,27.228330000000003,,257.43037499999997,26.223516,,,8936.60543,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Meydan Daǧ,Meydan Dağ,Eastern Anatolia,ea69sx2,ppm,MAIN sheet; per-specimen source data,204.422245,26.097797000000003,,266.340375,30.085083000000004,,,8809.782519999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Nenezi Daǧ,Nenezi Dağ,Central Anatolia (Cappadocia),ca25p1,ppm,MAIN sheet; per-specimen source data,167.703679,122.957406,,125.64337499999999,17.9709,,,8004.035212999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Nenezi Daǧ,Nenezi Dağ,Central Anatolia (Cappadocia),ca25p2,ppm,MAIN sheet; per-specimen source data,164.43391499999998,116.842974,,126.79762499999998,15.916875000000001,,,7929.450446999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Nenezi Daǧ,Nenezi Dağ,Central Anatolia (Cappadocia),ca25r2,ppm,MAIN sheet; per-specimen source data,170.354839,118.037199,,127.86075,17.505321,,,7879.56494,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Nenezi Daǧ,Nenezi Dağ,Central Anatolia (Cappadocia),ca26p1,ppm,MAIN sheet; per-specimen source data,167.88042299999998,114.47044700000001,,124.49924999999999,16.282035,,,8039.763744,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Nenezi Daǧ,Nenezi Dağ,Central Anatolia (Cappadocia),ca27p1,ppm,MAIN sheet; per-specimen source data,169.62577,122.543408,,127.263375,18.290415000000003,,,8146.9013239999995,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Nenezi Daǧ,Nenezi Dağ,Central Anatolia (Cappadocia),ca27p2,ppm,MAIN sheet; per-specimen source data,174.48622999999998,117.87796900000001,,123.37537499999999,18.737736,,,8015.023330999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Nenezi Daǧ,Nenezi Dağ,Central Anatolia (Cappadocia),ca27r2a,ppm,MAIN sheet; per-specimen source data,167.17344699999998,118.19642900000001,,122.585625,15.013104000000002,,,7884.6131639999985,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Nenezi Daǧ,Nenezi Dağ,Central Anatolia (Cappadocia),ca27r3,ppm,MAIN sheet; per-specimen source data,169.71414199999998,110.47377399999999,,124.41824999999997,15.286974,,,7960.830371999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Sarıkamış,Sarıkamış,Eastern Anatolia,ea01p1,ppm,MAIN sheet; per-specimen source data,133.547901,29.696395,,95.66324999999999,12.666951000000001,,,5849.877095999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Sarıkamış,Sarıkamış,Eastern Anatolia,ea01p2,ppm,MAIN sheet; per-specimen source data,126.23511799999999,28.772861000000002,,92.13974999999999,13.798947000000002,,,5664.224543,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Sarıkamış,Sarıkamış,Eastern Anatolia,ea01p3,ppm,MAIN sheet; per-specimen source data,131.40488,28.390708999999998,,92.30174999999998,13.150788000000002,,,5765.291907999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Sarıkamış,Sarıkamış,Eastern Anatolia,ea01p4,ppm,MAIN sheet; per-specimen source data,128.68744099999998,29.282397000000003,,92.78774999999999,14.081946,,,5734.494998,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Sarıkamış,Sarıkamış,Eastern Anatolia,ea01r1,ppm,MAIN sheet; per-specimen source data,126.01418799999998,27.801558000000004,,92.05874999999999,11.918373,,,5715.234926,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Sarıkamış,Sarıkamış,Eastern Anatolia,ea02p1a,ppm,MAIN sheet; per-specimen source data,132.885111,26.193335,,88.78837499999999,11.379762000000001,,,5721.058217,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Sarıkamış,Sarıkamış,Eastern Anatolia,ea02p2,ppm,MAIN sheet; per-specimen source data,122.92116799999998,26.814332,,88.70737499999998,8.997093000000001,,,5701.544362,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Sarıkamış,Sarıkamış,Eastern Anatolia,ea02p3,ppm,MAIN sheet; per-specimen source data,133.37115699999998,27.642328,,97.65787499999999,12.858660000000002,,,5789.55905,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Sarıkamış,Sarıkamış,Eastern Anatolia,ea02p4,ppm,MAIN sheet; per-specimen source data,129.328138,29.521242,,89.4465,11.507568000000001,,,5955.464542,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Sarıkamış,Sarıkamış,Eastern Anatolia,ea02r1,ppm,MAIN sheet; per-specimen source data,130.10139299999997,29.059475000000003,,93.26362499999999,9.563091,,,5773.255206999999,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Sarıkamış,Sarıkamış,Eastern Anatolia,ea02r2a,ppm,MAIN sheet; per-specimen source data,133.06185499999998,27.451251999999997,,91.00574999999999,12.986466,,,5911.03194,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Sarıkamış,Sarıkamış,Eastern Anatolia,ea02r2b,ppm,MAIN sheet; per-specimen source data,130.74209,28.470323999999998,,100.81687499999998,13.525077000000001,,,5905.483009,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Sarıkamış,Sarıkamış,Eastern Anatolia,ea03p1a,ppm,MAIN sheet; per-specimen source data,127.80372099999998,28.104094999999997,,91.65374999999999,11.690148,,,5624.147406,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Sarıkamış,Sarıkamış,Eastern Anatolia,ea03p2a,ppm,MAIN sheet; per-specimen source data,131.27232199999997,28.788784,,92.63587499999998,11.142408000000001,,,5618.955143,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Sarıkamış,Sarıkamış,Eastern Anatolia,ea03p4,ppm,MAIN sheet; per-specimen source data,132.90720399999998,28.772861000000002,,87.53287499999999,11.352375000000002,,,5712.319851,,,,,
Frahm & Hauck 2017,2017,multi (see paper),2,source_sample,Sarıkamış,Sarıkamış,Eastern Anatolia,ea03p5,ppm,MAIN sheet; per-specimen source data,134.93975999999998,28.406632000000002,,93.86099999999999,11.635374000000002,,,5610.916395,,,,,
